The report is generated by the program automatically!
At the end of each record line, the classification result is given.
If the record is classified successfully, it will be remarked as Correct.Otherwise, it will be remarked as Error.
Besides, any record with the '?' symbol is not classified.So it will be remarked as Unclassified.
Classification conclusion:
The test dataset size is 16281.Among all the records, there are 12338 records are classified successfully, 2722 records are misclassfied, 1221 records are unclassfied.
The classification accuracy is 81.93 %.
Classification details:
1 : 25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12904 : 57, State-gov, 328228, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
12905 : 21, Private, 227411, Assoc-voc, 11, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
12906 : 27, Private, 169117, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K. Correct
12907 : 27, Private, 238267, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 10, United-States, <=50K. Correct
12908 : 31, Private, 118551, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12909 : 23, Private, 47541, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K. Correct
12910 : 45, Private, 92374, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Other, Male, 13550, 0, 60, India, >50K. Error
12911 : 61, Local-gov, 224598, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 24, ?, <=50K. Unclassified
12912 : 32, Private, 131568, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12913 : 42, Private, 183319, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 43, United-States, >50K. Error
12914 : 41, Private, 309932, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
12915 : 60, Private, 197311, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 99, United-States, <=50K. Correct
12916 : 28, Private, 292120, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 42, United-States, <=50K. Correct
12917 : 49, Private, 117310, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K. Correct
12918 : 23, Private, 308647, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1887, 40, United-States, >50K. Correct
12919 : 30, Private, 135785, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12920 : 28, Private, 179008, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
12921 : 27, State-gov, 205188, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, <=50K. Correct
12922 : 26, Private, 193945, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K. Correct
12923 : 40, State-gov, 258589, Masters, 14, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K. Correct
12924 : 30, State-gov, 107142, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States, >50K. Correct
12925 : 42, Private, 23157, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
12926 : 72, Self-emp-not-inc, 47203, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 4931, 0, 70, United-States, <=50K. Error
12927 : 30, Private, 279923, Some-college, 10, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12928 : 51, Private, 192386, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 6849, 0, 40, United-States, <=50K. Correct
12929 : 24, Private, 188569, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 4787, 0, 60, United-States, >50K. Error
12930 : 43, Private, 68748, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K. Correct
12931 : 53, Private, 239155, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
12932 : 45, Private, 165346, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 64, United-States, <=50K. Correct
12933 : 21, Private, 392082, Some-college, 10, Never-married, Adm-clerical, Own-child, Other, Male, 0, 0, 40, United-States, <=50K. Correct
12934 : 36, Private, 379522, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Germany, <=50K. Correct
12935 : 34, Private, 109917, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12936 : 25, Private, 109097, 11th, 7, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12937 : 57, State-gov, 202765, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12938 : 46, Federal-gov, 125892, Masters, 14, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 15024, 0, 40, United-States, >50K. Correct
12939 : 30, Private, 119411, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12940 : 31, Private, 88231, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12941 : 42, Private, 188561, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12942 : 48, Private, 191681, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
12943 : 42, Private, 36999, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 3325, 0, 40, United-States, <=50K. Correct
12944 : 57, Private, 161662, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K. Correct
12945 : 45, Local-gov, 111994, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
12946 : 27, Private, 247711, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 2258, 55, United-States, <=50K. Correct
12947 : 41, Private, 271282, 11th, 7, Divorced, Protective-serv, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K. Correct
12948 : 44, Private, 314739, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
12949 : 39, State-gov, 195148, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12950 : 18, Private, 358121, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K. Correct
12951 : 31, Private, 101266, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12952 : 24, Private, 278391, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 50, United-States, <=50K. Correct
12953 : 19, Private, 206751, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K. Correct
12954 : 54, Private, 161147, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 2174, 0, 40, United-States, <=50K. Correct
12955 : 47, Private, 301431, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
12956 : 17, Private, 347000, 12th, 8, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 12, United-States, <=50K. Correct
12957 : 39, State-gov, 25806, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 48, China, <=50K. Error
12958 : 24, Private, 181557, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12959 : 20, Private, 20057, Some-college, 10, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K. Correct
12960 : 25, Private, 190107, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
12961 : 39, Local-gov, 30269, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 44, United-States, >50K. Error
12962 : 20, Private, 117767, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
12963 : 44, Private, 406734, Masters, 14, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Error
12964 : 23, Private, 236696, Assoc-acdm, 12, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 20, Iran, <=50K. Correct
12965 : 24, Private, 354691, 12th, 8, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12966 : 53, Private, 199720, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
12967 : 24, Self-emp-not-inc, 31606, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, White, Female, 0, 0, 20, United-States, >50K. Error
12968 : 45, Federal-gov, 133973, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
12969 : 55, Private, 323639, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 74, United-States, >50K. Correct
12970 : 21, Private, 225724, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K. Correct
12971 : 64, Self-emp-not-inc, 144391, Masters, 14, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12972 : 36, Private, 34173, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 20, United-States, <=50K. Correct
12973 : 55, Local-gov, 219074, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 55, United-States, >50K. Error
12974 : 21, Private, 379525, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 4416, 0, 24, United-States, <=50K. Correct
12975 : 17, Local-gov, 287160, 11th, 7, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 7, United-States, <=50K. Correct
12976 : 27, Private, 130386, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
12977 : 25, Private, 409815, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K. Correct
12978 : 38, Private, 212143, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 35, United-States, >50K. Correct
12979 : 33, ?, 33404, HS-grad, 9, Divorced, ?, Unmarried, White, Male, 0, 0, 48, United-States, <=50K. Unclassified
12980 : 52, Private, 235567, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12981 : 22, Private, 306868, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K. Correct
12982 : 37, Private, 353550, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K. Correct
12983 : 37, Private, 107302, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, United-States, >50K. Correct
12984 : 65, Self-emp-not-inc, 169435, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 39, United-States, >50K. Correct
12985 : 28, Private, 105817, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
12986 : 32, Self-emp-not-inc, 68879, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
12987 : 53, Self-emp-not-inc, 206288, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 35, Vietnam, <=50K. Error
12988 : 32, Private, 187936, 10th, 6, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K. Correct
12989 : 45, Private, 226081, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
12990 : 49, Private, 414448, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, ?, <=50K. Unclassified
12991 : 34, Local-gov, 79190, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, <=50K. Error
12992 : 39, Private, 34996, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
12993 : 43, Private, 318415, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
12994 : 45, ?, 214800, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 12, United-States, <=50K. Unclassified
12995 : 35, Private, 148334, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12996 : 41, Self-emp-inc, 160120, Doctorate, 16, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, >50K. Correct
12997 : 62, Self-emp-not-inc, 285692, Masters, 14, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K. Correct
12998 : 45, Private, 461725, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
12999 : 35, Private, 104329, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
13000 : 34, Private, 37284, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
13001 : 40, Private, 154374, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
13002 : 17, Private, 209650, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K. Correct
13003 : 18, Private, 227529, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
13004 : 27, Private, 249382, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
13005 : 20, Private, 305781, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
13006 : 55, Private, 147989, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 58, United-States, <=50K. Error
13007 : 57, Private, 207604, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
13008 : 38, Private, 367260, Doctorate, 16, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
13009 : 20, Private, 147523, 9th, 5, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, El-Salvador, <=50K. Correct
13010 : 52, Self-emp-not-inc, 193116, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, Mexico, <=50K. Correct
13011 : 18, Private, 50119, 10th, 6, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 20, United-States, <=50K. Correct
13012 : 52, Private, 262579, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, <=50K. Correct
13013 : 42, Private, 244910, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
13014 : 48, Private, 120902, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
13015 : 55, Private, 217241, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
13016 : 18, Private, 65098, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K. Correct
13017 : 17, Private, 364491, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 22, United-States, <=50K. Correct
13018 : 47, Private, 209739, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
13019 : 29, Private, 72338, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, 0, 0, 26, United-States, <=50K. Correct
13020 : 48, Private, 215895, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
13021 : 31, Private, 32289, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
13022 : 54, Private, 209464, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
13023 : 69, Private, 98170, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 1086, 0, 20, United-States, <=50K. Correct
13024 : 40, Private, 271665, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
13025 : 25, Private, 124111, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 50, United-States, <=50K. Correct
13026 : 82, Self-emp-not-inc, 121944, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
13027 : 48, Self-emp-not-inc, 121424, Bachelors, 13, Separated, Tech-support, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
13028 : 53, State-gov, 33795, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
13029 : 47, Private, 150429, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 50, United-States, >50K. Correct
13030 : 57, Private, 124771, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K. Error
13031 : 21, Private, 204160, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 13, United-States, <=50K. Correct
13032 : 52, Private, 243616, 5th-6th, 3, Separated, Craft-repair, Unmarried, Black, Female, 4101, 0, 40, United-States, <=50K. Correct
13033 : 45, Private, 168556, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
